.1.3.6.1.4.1.2606.4.1.1.0 = INTEGER: 1
.1.3.6.1.4.1.2606.4.1.2.0 = INTEGER: 1
.1.3.6.1.4.1.2606.4.1.3.0 = INTEGER: 2
.1.3.6.1.4.1.2606.4.2.1.0 = INTEGER: 2
.1.3.6.1.4.1.2606.4.2.2.0 = INTEGER: 1
.1.3.6.1.4.1.2606.4.2.3.1.0 = INTEGER: 6
.1.3.6.1.4.1.2606.4.2.3.2.0 = STRING: "RTTI/OUNIT"
.1.3.6.1.4.1.2606.4.2.3.3.0 = INTEGER: 1629
.1.3.6.1.4.1.2606.4.2.3.4.0 = INTEGER: 1
.1.3.6.1.4.1.2606.4.2.3.5.1.0 = INTEGER: 16
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.1 = INTEGER: 1
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.2 = INTEGER: 2
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.3 = INTEGER: 3
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.4 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.5 = INTEGER: 5
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.6 = INTEGER: 6
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.7 = INTEGER: 7
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.8 = INTEGER: 8
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.9 = INTEGER: 9
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.10 = INTEGER: 10
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.11 = INTEGER: 11
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.12 = INTEGER: 12
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.13 = INTEGER: 13
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.14 = INTEGER: 14
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.15 = INTEGER: 15
.1.3.6.1.4.1.2606.4.2.3.5.2.1.1.16 = INTEGER: 16
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.1 = INTEGER: 24
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.2 = INTEGER: 25
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.3 = INTEGER: 10
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.4 = INTEGER: 26
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.5 = INTEGER: 24
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.6 = INTEGER: 25
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.7 = INTEGER: 10
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.8 = INTEGER: 26
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.9 = INTEGER: 24
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.10 = INTEGER: 25
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.11 = INTEGER: 10
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.12 = INTEGER: 26
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.13 = INTEGER: 24
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.14 = INTEGER: 25
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.15 = INTEGER: 10
.1.3.6.1.4.1.2606.4.2.3.5.2.1.2.16 = INTEGER: 26
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.1 = STRING: "Warning-Status     "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.2 = STRING: "Alarm-Status       "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.3 = STRING: "Temperature Sensor "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.4 = STRING: "Temp.diff Filter   "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.5 = STRING: "Warning-Status     "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.6 = STRING: "Alarm-Status       "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.7 = STRING: "Temperature Sensor "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.8 = STRING: "Temp.diff Filter   "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.9 = STRING: "Warning-Status     "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.10 = STRING: "Alarm-Status       "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.11 = STRING: "Temperature Sensor "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.12 = STRING: "Temp.diff Filter   "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.13 = STRING: "Warning-Status     "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.14 = STRING: "Alarm-Status       "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.15 = STRING: "Temperature Sensor "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.3.16 = STRING: "Temp.diff Filter   "
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.1 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.2 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.3 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.4 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.5 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.6 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.7 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.8 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.9 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.10 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.11 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.12 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.13 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.14 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.15 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.4.16 = INTEGER: 4
.1.3.6.1.4.1.2606.4.2.3.5.2.1.5.1 = INTEGER: 0
.1.3.6.1.4.1.2606.4.2.3.5.2.1.5.2 = INTEGER: 0
.1.3.6.1.4.1.2606.4.2.3.5.2.1.5.3 = INTEGER: 27
